,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
109,Botella Tras Botella,1,2021-05-13,"Gera MX, Christian Nodal",https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK,Mexico,1061538.0,0.727,0.546,0.0,-4.572,0.0437,0.656,0.0,0.122,0.69,106.891,197333.0,Country
110,TROLLZ (with Nicki Minaj),1,2020-06-18,6ix9ine,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,Romania,10400.0,0.744,0.422,1.0,-8.946,0.294,0.0319,0.00011,0.11,0.493,180.006,202667.0,Rap
111,Magisch,1,2018-03-05,"Olexesh, Edin",https://open.spotify.com/track/4gnuy9VBU2GGrN60UMB79t,Germany,339182.0,0.586,0.655,0.0,-5.591,0.0862,0.391,1.84e-05,0.0944,0.538,98.142,247708.0,Rap
112,Galway Girl,1,2017-04-06,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,United Kingdom,530386.0,0.624,0.876,9.0,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,170827.0,Rap
113,Lut Gaye,1,2021-03-20,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",https://open.spotify.com/track/2ufLEVbzvEcJ3subW8jBUp,India,460210.0,0.638,0.785,10.0,-2.612,0.044,0.185,0.0,0.245,0.515,91.101,228031.0,Pop
114,Breaking Me,1,2020-06-18,"Topic, A7S",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,Portugal,36673.0,0.789,0.72,8.0,-5.652,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,Pop
115,Intentions (feat. Quavo),1,2020-04-15,Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,Philippines,203076.0,0.806,0.546,9.0,-6.637,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,R&B
116,SOLO,1,2018-11-30,JENNIE,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,Indonesia,197961.0,0.751,0.642,3.0,-5.165,0.087,0.0861,0.0,0.0953,0.388,95.045,169567.0,Rap
117,Bertaut,1,2020-12-12,Nadin Amizah,https://open.spotify.com/track/630DpnzdfjdVqv2yLfPbAX,Indonesia,256863.0,0.47,0.131,6.0,-13.29,0.0362,0.933,0.00245,0.109,0.115,118.836,315961.0,Pop
118,Mwaka Moon,1,2017-12-14,"Kalash, Damso",https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD,France,182001.0,0.787,0.536,1.0,-6.84,0.0852,0.227,0.0,0.105,0.305,155.014,237707.0,Rap
119,"thank u, next",1,2018-11-30,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Ireland,63562.0,0.724,0.647,1.0,-5.642,0.0658,0.28,0.0,0.102,0.435,106.96,207333.0,R&B
120,RAPSTAR,1,2021-04-17,Polo G,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,Canada,305058.0,0.789,0.536,6.0,-6.862,0.242,0.41,0.0,0.129,0.437,81.039,165926.0,Rap
121,Kem Kan Eg Ringe (feat. Store P & Lars Vaular),1,2019-06-14,Kygo,https://open.spotify.com/track/5CR8jioIWEB0yaS4Ap2mz5,Norway,123777.0,0.827,0.546,1.0,-9.086,0.0763,0.146,0.00473,0.163,0.526,101.965,198032.0,Rap
122,Bad Habits,1,2021-07-19,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Finland,61752.0,0.808,0.897,11.0,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041.0,Pop
123,Shallow,1,2018-11-30,"Lady Gaga, Bradley Cooper",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Iceland,7906.0,0.572,0.385,7.0,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,Rock
124,Wolke 10,1,2019-03-16,MERO,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,Germany,1094336.0,0.77,0.797,10.0,-4.985,0.0693,0.0662,3.81e-06,0.0858,0.393,100.003,172827.0,Rap
125,It Ain't Me (with Selena Gomez),1,2017-02-22,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Norway,302950.0,0.64,0.533,0.0,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0,Pop
126,Mama?,1,2019-03-16,"Sin Boy, Mad Clip, Ypo, iLLEOo",https://open.spotify.com/track/4MEbrM0ASH9jRmoOJQGRUz,Greece,26014.0,0.712,0.788,6.0,-4.597,0.0461,0.371,0.000332,0.136,0.188,94.06,255431.0,Rap
127,Con Calma,1,2019-03-16,"Daddy Yankee, Snow",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,Guatemala,30199.0,0.737,0.86,8.0,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227.0,Pop
128,Devia Ir,1,2018-12-22,Wet Bed Gang,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7,Portugal,21998.0,0.714,0.51,5.0,-7.965,0.403,0.638,0.0,0.236,0.486,94.205,293748.0,R&B
129,Castle on the Hill,1,2017-01-06,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Austria,20668.0,0.461,0.834,2.0,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154.0,Pop
130,Sensualidad,1,2017-12-14,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,El Salvador,7180.0,0.807,0.681,11.0,-6.268,0.0983,0.423,0.0,0.0962,0.676,140.006,297485.0,Rap
131,夜に駆ける,1,2020-05-18,YOASOBI,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,Japan,173436.0,0.67,0.874,8.0,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,261013.0,Pop
132,Solmussa (feat. BEHM),1,2017-12-14,Pikku G,https://open.spotify.com/track/2rHVaNBkAWylDbgh9l47n5,Finland,85771.0,0.65,0.672,2.0,-5.85,0.148,0.447,0.0,0.285,0.387,115.052,191321.0,Rap
133,Blinding Lights,1,2020-05-18,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Lithuania,5165.0,0.514,0.73,1.0,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,R&B
134,Ringo Starr,1,2020-02-19,Pinguini Tattici Nucleari,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE,Italy,367020.0,0.754,0.925,4.0,-2.912,0.0512,0.304,0.0,0.313,0.857,114.077,183333.0,Rock
135,I Fall Apart,1,2018-01-12,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,New Zealand,49785.0,0.556,0.538,8.0,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,Pop
136,شيراتون,1,2020-07-26,Marwan Moussa,https://open.spotify.com/track/3S2aU4rUZXbVOxyVzgzXQ5,Egypt,7337.0,0.888,0.438,6.0,-8.735,0.0528,0.191,0.00111,0.108,0.234,104.971,214000.0,Rap
137,MIA (feat. Drake),1,2018-11-30,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,Guatemala,17893.0,0.817,0.539,6.0,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368.0,Pop
138,Ne reviens pas,1,2019-12-24,"Gradur, Heuss L'enfoiré",https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,France,692823.0,0.932,0.778,10.0,-3.384,0.0638,0.212,0.0,0.168,0.933,124.996,188613.0,Rap
139,Tesla (feat. Sfera Ebbasta & DrefGold),1,2018-04-27,Capo Plaza,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q,Italy,508756.0,0.854,0.626,11.0,-5.14,0.0618,0.316,0.0,0.0961,0.377,140.05,185147.0,Rap
140,Mekanın Sahibi,1,2019-08-04,Norm Ender,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ,Turkey,490106.0,0.893,0.63,8.0,-5.769,0.159,0.254,0.0,0.116,0.434,123.029,191504.0,Rap
141,Baller los,1,2018-11-30,MERO,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9,Germany,857255.0,0.642,0.598,10.0,-8.716,0.283,0.505,0.0,0.129,0.508,170.185,160357.0,Rap
142,All I Want for Christmas Is You,1,2019-12-24,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Estonia,7804.0,0.336,0.627,7.0,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,R&B
143,It's You,1,2019-06-14,Ali Gatie,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,Malaysia,51291.0,0.732,0.463,11.0,-6.972,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0,R&B
144,On Fire,1,2020-02-19,THE ROOP,https://open.spotify.com/track/5TXxwRgdIS4gPjUtKwTuSb,Lithuania,16855.0,0.72,0.738,8.0,-3.9,0.217,0.279,0.0,0.816,0.467,122.026,170225.0,Pop
145,GUAP (feat. Dopebwoy),1,2019-06-14,Boef,https://open.spotify.com/track/7oZct7VoEYmscpKePu6k7z,Netherlands,324290.0,0.704,0.716,5.0,-6.202,0.327,0.259,3.08e-06,0.0804,0.901,119.819,151899.0,Rap
146,Skittle Stacking,1,2018-01-12,Josylvio,https://open.spotify.com/track/59w0fAZRp7Oa3qcWMPvfNt,Netherlands,269600.0,0.636,0.839,10.0,-4.316,0.214,0.145,0.0,0.0868,0.534,117.824,156503.0,Rap
147,Here's Your Perfect,1,2021-08-11,Jamie Miller,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P,Indonesia,440483.0,0.558,0.454,6.0,-5.335,0.0551,0.499,0.0,0.146,0.424,113.12,158594.0,Pop
148,2U (feat. Justin Bieber),1,2017-08-13,David Guetta,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,Poland,30998.0,0.548,0.65,8.0,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937,194897.0,Pop
149,good 4 u,1,2021-06-10,Olivia Rodrigo,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,Canada,385747.0,0.563,0.664,9.0,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,Rock
150,Goodbyes (Feat. Young Thug),1,2019-07-09,Post Malone,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,United States,2045582.0,0.58,0.653,5.0,-3.818,0.0745,0.447,0.0,0.111,0.175,150.231,174960.0,Pop
151,One Kiss (with Dua Lipa),1,2018-04-27,Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,Ireland,74330.0,0.791,0.862,9.0,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0,Pop
152,Hayaan Mo Sila,1,2018-01-27,"Ex Battalion, O.C. Dawgs",https://open.spotify.com/track/7MrDfa1uQGVXx0JMZ2u5tN,Philippines,268640.0,0.708,0.704,5.0,-4.747,0.0624,0.71,0.0,0.066,0.71,80.018,367229.0,Rap
153,Roller,1,2019-09-03,Apache 207,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,Germany,786935.0,0.928,0.758,10.0,-6.471,0.143,0.0303,0.00446,0.29,0.729,128.015,158853.0,Pop
154,501,1,2021-03-20,"Bilal Wahib, Ronnie Flex",https://open.spotify.com/track/0Fl4PBfIwC5G1IQAF1luUm,Netherlands,380758.0,0.613,0.796,8.0,-3.672,0.203,0.162,0.0,0.292,0.749,186.102,127592.0,Pop
155,hot coffee,1,2019-06-14,schafter,https://open.spotify.com/track/4U4LEUWV8sFtos5PdjfDA7,Poland,114254.0,0.739,0.578,0.0,-8.561,0.23,0.813,0.0,0.11,0.5,143.953,174560.0,Rap
156,Ma belle,1,2019-09-03,Moha La Squale,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D,France,262458.0,0.739,0.656,0.0,-5.516,0.0578,0.764,3.8e-06,0.0896,0.47,82.011,158276.0,Rap
157,Shayad,1,2020-05-18,"Pritam, Arijit Singh",https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,India,114820.0,0.483,0.468,8.0,-7.642,0.0341,0.784,0.0,0.152,0.319,135.875,247941.0,Pop
158,Benzema,1,2018-12-22,Capital Bra,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,Switzerland,69292.0,0.783,0.692,10.0,-6.156,0.329,0.485,0.0,0.12,0.26,100.082,159152.0,Rap
159,Gamora,1,2021-04-16,"Hov1, Einár",https://open.spotify.com/track/4tGPi30jgutml0z5QgNd8Q,Sweden,230772.0,0.628,0.729,10.0,-5.313,0.129,0.094,0.0,0.0695,0.878,174.792,165516.0,Pop
160,loodus ja hobused,1,2020-10-03,"5MIINUST, Hendrik Sal-Saller",https://open.spotify.com/track/0rWtmMYqgd9pqRvqKf5bYw,Estonia,5054.0,0.726,0.763,9.0,-4.59,0.0577,0.0978,0.0,0.37,0.775,130.067,252995.0,Rap
161,ALOHA!,1,2021-03-20,ElGrandeToto,https://open.spotify.com/track/22YGEzwGJwqoFKJ0URX1cl,Morocco,29008.0,0.658,0.676,11.0,-7.735,0.282,0.282,0.000106,0.0457,0.711,95.835,195973.0,Rap
162,Siyah,1,2020-06-18,"Patron, Sagopa Kajmer",https://open.spotify.com/track/7JsCNbqn3zbL7mrsSlY3L2,Turkey,200785.0,0.701,0.575,8.0,-9.062,0.206,0.314,1.22e-05,0.13,0.471,139.9,225036.0,Rap
163,แฟนใหม่หน้าคุ้น,1,2020-10-17,"Maiyarap, MILLI",https://open.spotify.com/track/29E8BUUDQbc5S7jMPOj9wW,Thailand,66788.0,0.797,0.553,11.0,-9.231,0.309,0.479,0.0,0.0752,0.944,89.961,173340.0,Rap
164,ฝันถึงแฟนเก่า,1,2020-06-18,Three Man Down,https://open.spotify.com/track/1PnEuhdX2pFIQUAESQB4wm,Thailand,73945.0,0.496,0.603,7.0,-7.362,0.0358,0.14,3.23e-06,0.2,0.551,152.022,241531.0,Pop
165,Save Your Tears,1,2021-03-20,The Weeknd,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,Lithuania,6039.0,0.68,0.826,0.0,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,R&B
166,Vai Amor,1,2019-05-27,Gilli,https://open.spotify.com/track/2ilvTstOiWDmsGf75lz6Ka,Denmark,197439.0,0.89,0.662,0.0,-5.462,0.199,0.0418,0.0258,0.0594,0.837,129.988,166353.0,Pop
167,Something Just Like This,1,2017-03-08,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Taiwan,44238.0,0.617,0.635,11.0,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,Pop
168,All I Need,1,2017-02-22,"Joakim Lundell, Arrhult",https://open.spotify.com/track/6vBgJ1SLmpB4VMcEVy1ovL,Sweden,361024.0,0.698,0.833,1.0,-4.868,0.347,0.491,0.0,0.106,0.473,94.99,184000.0,Pop
169,LATHI (ꦭꦛꦶ),1,2020-05-18,"Weird Genius, Sara Fajira",https://open.spotify.com/track/7ksK7gpPDFdY4JLHr1hKfY,Indonesia,273030.0,0.58,0.898,3.0,-1.928,0.0349,0.0857,0.000254,0.478,0.213,150.018,188900.0,Pop
170,Jolie nana,1,2020-07-26,Aya Nakamura,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm,France,486900.0,0.813,0.64,2.0,-5.908,0.272,0.269,0.0,0.131,0.488,92.989,147076.0,R&B
171,Unterwegs,1,2020-07-26,Apache 207,https://open.spotify.com/track/7eAJEMhjeQLLp4HSdJJ58b,Germany,639466.0,0.706,0.772,3.0,-6.765,0.189,0.376,8.76e-06,0.0884,0.304,99.186,172227.0,Pop
172,Martılar,1,2021-04-16,EDIS,https://open.spotify.com/track/5KfEZIfXixRmVadOEMfzum,Turkey,401552.0,0.84,0.611,11.0,-6.904,0.0718,0.0615,0.0,0.131,0.898,122.997,157439.0,Pop
173,Vete,1,2019-12-24,Bad Bunny,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,Dominican Republic,22622.0,0.886,0.672,1.0,-4.394,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024.0,Pop
174,Adan y Eva,1,2018-12-22,Paulo Londra,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,Spain,447731.0,0.767,0.709,1.0,-4.47,0.336,0.323,0.0,0.0676,0.72,171.993,258639.0,Pop
175,Big Body Benz,1,2020-06-19,Bonez MC,https://open.spotify.com/track/2WOJ7D52Ng3myrKlEf4Azj,Austria,76969.0,0.884,0.451,9.0,-8.969,0.393,0.0731,0.00573,0.268,0.311,94.024,148284.0,Rap
176,Such A Boy,1,2017-08-13,Astrid S,https://open.spotify.com/track/7jHzO2EPJzt1JgHQ80aRu0,Norway,103463.0,0.659,0.781,6.0,-5.143,0.122,0.0573,2.06e-06,0.0832,0.458,94.98,210680.0,Pop
177,Spigoli,1,2020-05-18,"Carl Brave, Mara Sattei, tha Supreme",https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi,Italy,323709.0,0.718,0.703,0.0,-5.886,0.0537,0.145,0.0,0.104,0.668,132.987,256788.0,Rap
178,Sunflower - Spider-Man: Into the Spider-Verse,1,2018-12-22,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,South Africa,5802.0,0.76,0.479,2.0,-5.574,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,Pop
179,Mood Swings (feat. Lil Tjay),1,2020-08-13,Pop Smoke,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,Iceland,6900.0,0.48,0.602,10.0,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,213333.0,R&B
180,Bar,1,2021-12-30,"TINI, L-Gante",https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC,Bolivia,20453.0,0.523,0.691,1.0,-3.802,0.0833,0.133,0.0,0.327,0.677,94.148,160213.0,Pop
181,Butter,1,2021-08-11,BTS,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,Japan,285017.0,0.759,0.459,8.0,-5.187,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442.0,Pop
182,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,1,2021-04-16,EggPlantEgg,https://open.spotify.com/track/4fJlSLYLiu5trFCMZdSQDC,Taiwan,113903.0,0.665,0.654,9.0,-6.948,0.0725,0.00249,0.00119,0.109,0.736,149.969,232400.0,Rock
183,Glorious (feat. Skylar Grey),1,2017-08-13,Macklemore,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR,New Zealand,40294.0,0.731,0.794,0.0,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454.0,Pop
184,abcdefu,1,2021-12-30,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Austria,37079.0,0.695,0.54,4.0,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602.0,Pop
185,El Problema - prod. SLAVA MARLOW,1,2020-09-20,"MORGENSHTERN, Timati",https://open.spotify.com/track/4EAiPdDayHEaYo3YKgbV7q,Russia,124212.0,0.952,0.643,3.0,-4.532,0.05,0.0324,0.00352,0.183,0.37,106.994,137178.0,Rap
186,Was du Liebe nennst,1,2017-12-30,Bausa,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe,Germany,450329.0,0.874,0.487,2.0,-8.154,0.0641,0.393,2.96e-05,0.0524,0.746,144.956,203630.0,Rap
187,Kya Baat Aa,1,2020-08-13,"Karan Aujla, Tania",https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X,India,137058.0,0.706,0.526,2.0,-7.211,0.12,0.508,0.0,0.196,0.546,147.753,219324.0,Pop
188,WAP (feat. Megan Thee Stallion),1,2020-08-26,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,South Africa,16542.0,0.935,0.454,1.0,-7.509,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,Rap
189,You Need To Calm Down,1,2019-06-14,Taylor Swift,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,United States,2459661.0,0.768,0.678,2.0,-5.604,0.0505,0.00838,0.0,0.0596,0.706,85.025,171387.0,Pop
190,Djomb - Bien ou quoi,1,2020-06-18,Bosh,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48,France,627943.0,0.945,0.676,1.0,-6.6,0.207,0.172,0.00036,0.322,0.631,123.109,141893.0,Rap
191,Abalele,1,2021-10-12,"Kabza De Small, DJ Maphorisa, Ami Faku",https://open.spotify.com/track/2qxgejJTaZIHNSHDD22Uhl,South Africa,23813.0,0.788,0.449,5.0,-16.197,0.0835,0.181,0.027,0.133,0.59,113.001,416322.0,Pop
192,ErruDumEllaHvad,1,2020-07-13,ICEKIID,https://open.spotify.com/track/5qaaQp6KvkEdB2q7SKQAcJ,Denmark,88169.0,0.922,0.708,8.0,-5.618,0.262,0.281,0.000168,0.279,0.732,104.055,148942.0,Rap
193,Yonaguni,1,2021-08-20,Bad Bunny,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,Nicaragua,10365.0,0.644,0.648,1.0,-4.601,0.118,0.276,0.0,0.135,0.44,179.951,206710.0,Pop
194,Easy On Me,1,2021-10-24,Adele,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,New Zealand,59948.0,0.604,0.366,5.0,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,224695.0,Pop
195,I'm the One,1,2017-05-21,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,New Zealand,55174.0,0.599,0.667,7.0,-4.267,0.0367,0.0533,0.0,0.134,0.817,80.984,288877.0,Pop
196,เจ็บจนพอ,1,2019-06-14,WANYAi,https://open.spotify.com/track/4prGMvYxnXPsG7xueL4Gc8,Thailand,27122.0,0.45,0.559,1.0,-6.425,0.0336,0.227,0.0,0.1,0.473,173.118,277500.0,Pop
197,Yok Yok,1,2019-06-14,Feride Hilal Akın,https://open.spotify.com/track/2CjjjGKJA1ybc5wjCyJYjm,Turkey,193027.0,0.698,0.422,0.0,-7.899,0.0598,0.66,0.0,0.142,0.142,75.803,184858.0,Pop
198,death bed (coffee for your head),1,2020-04-15,"Powfu, beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Indonesia,264985.0,0.726,0.431,8.0,-8.765,0.135,0.731,0.0,0.696,0.348,144.026,173333.0,Rap
199,Genda Phool (feat. Payal Dev),1,2020-04-15,Badshah,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,India,164738.0,0.955,0.538,1.0,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,170769.0,Rap
200,Airwaves,1,2020-06-18,Pashanim,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD,Germany,610843.0,0.885,0.578,5.0,-7.416,0.0783,0.0739,0.0903,0.102,0.388,131.999,178933.0,Rap
201,Mi manchi,1,2021-04-16,Aka 7even,https://open.spotify.com/track/5Q47Vr7OH4XdXR6tqdwTE2,Italy,319675.0,0.666,0.786,8.0,-4.768,0.0373,0.226,0.0,0.12,0.355,126.944,164019.0,Pop
202,El Farsante,1,2017-09-24,Ozuna,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,Dominican Republic,10065.0,0.735,0.703,6.0,-4.249,0.0611,0.2,0.0,0.259,0.323,120.007,233827.0,Rap
203,Lmeryoula,1,2020-07-26,"Don Bigg, Ihab Amir",https://open.spotify.com/track/6aNxF6lbcwr8iA8EHOW3Xr,Morocco,18161.0,0.619,0.663,0.0,-8.895,0.154,0.417,0.0,0.151,0.677,156.046,244615.0,Pop
204,niiea,1,2020-06-18,"Villemdrillem, Elina Born",https://open.spotify.com/track/6MbfQspUZFBWtmxIVejejb,Estonia,8070.0,0.696,0.814,11.0,-5.771,0.0732,0.102,0.000417,0.172,0.602,136.01,173382.0,Pop
205,Savage,1,2021-10-12,aespa,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36,South Korea,18951.0,0.727,0.879,9.0,-1.167,0.129,0.124,1.17e-05,0.244,0.671,146.959,238144.0,Pop
206,Dejlig,1,2020-10-18,"Jimilian, Fouli",https://open.spotify.com/track/7L1iGQd5UL3uXeZsjqj6rm,Denmark,62564.0,0.845,0.572,7.0,-7.692,0.14,0.124,0.0,0.0918,0.61,105.03,159429.0,Rap
207,Mios mit Bars,1,2020-02-19,Luciano,https://open.spotify.com/track/7Ek9e3eIuktIFjpDRQfmHE,Germany,742126.0,0.677,0.633,9.0,-7.353,0.0467,0.111,0.179,0.217,0.404,145.012,232147.0,Rap
208,Ghaba,1,2021-03-20,Marwan Pablo,https://open.spotify.com/track/45GbniNGdKE7vSgggfcBWl,Egypt,22792.0,0.744,0.473,5.0,-14.143,0.0533,0.00112,0.00136,0.0872,0.375,128.045,184932.0,Rap
209,Cadillac,1,2020-07-26,"MORGENSHTERN, Eldzhey",https://open.spotify.com/track/6qWaZ2KzYhyrv1ILuAcIIv,Latvia,3817.0,0.957,0.743,2.0,-3.931,0.0611,0.0117,0.257,0.0994,0.673,105.022,177609.0,Rap
210,Mannschaft (feat. Freeze Corleone),1,2021-03-20,SCH,https://open.spotify.com/track/03cOUvF1fyW60AuUfUNiDc,France,581423.0,0.833,0.574,0.0,-8.74,0.321,0.195,0.0,0.142,0.514,130.003,227147.0,Rap
211,Hustla,1,2020-12-03,Wegz,https://open.spotify.com/track/26x46Jk6rpcfkT8xttvUCc,Egypt,13433.0,0.789,0.734,8.0,-4.919,0.202,0.0684,0.0,0.111,0.528,155.039,188255.0,Rap
212,Reckless,1,2021-07-08,Madison Beer,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh,Malaysia,71577.0,0.386,0.426,3.0,-6.642,0.0363,0.807,0.0,0.14,0.261,180.104,203385.0,Pop
213,Ora che ti guardo bene,1,2020-04-15,Gazzelle,https://open.spotify.com/track/25rH6l9UjJaLu4Ckxku8XT,Italy,317476.0,0.672,0.464,0.0,-5.757,0.0407,0.217,0.000129,0.103,0.289,79.996,172836.0,Pop
214,Zebbiana,1,2019-09-03,Skusta Clee,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,Philippines,264582.0,0.677,0.433,8.0,-8.518,0.037,0.545,0.0,0.105,0.498,134.006,304664.0,Rap
215,Ona by tak chciała,1,2019-09-03,Ronnie Ferrari,https://open.spotify.com/track/0uY8OwFf9qPQb5waIuOxoB,Poland,145251.0,0.783,0.885,6.0,-6.402,0.326,0.04,1.93e-06,0.123,0.84,169.96,168616.0,Rap
216,呼吸有害,1,2020-06-18,Karen Mok,https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8,Hong Kong,20822.0,0.604,0.622,2.0,-6.568,0.0465,0.498,0.0,0.128,0.195,77.981,192196.0,Pop
217,YOSHI (feat. Fabri Fibra) - prod. Strage,1,2019-08-05,"MACHETE, Dani Faiv, tha Supreme",https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx,Italy,493733.0,0.751,0.66,8.0,-6.24,0.348,0.228,0.0,0.0827,0.634,166.809,211995.0,Rap
218,Mayores,1,2017-10-24,"Becky G, Bad Bunny",https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,Bolivia,8160.0,0.743,0.855,5.0,-3.976,0.0436,0.141,0.0045,0.099,0.871,96.989,202453.0,Pop
