index,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
621,tystnar i luren,1,2021-02-21,"Miriam Bryant, Victor Leksell",https://open.spotify.com/track/4dxeRrYgeAQ1F0uH9g04lN,Sweden,195072.0,0.463,0.616,7.0,-7.166,1.0,0.149,0.55,0.0,0.446,0.695,183.76,193853.0
622,Happier,1,2018-10-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,Singapore,43159.0,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0
623,Niedostępny (prod. by Olek) (feat. DMN),1,2020-03-17,Malik Montana,https://open.spotify.com/track/2pIZ5W6m2fBqWwnTEGx5mK,Poland,91921.0,0.759,0.658,1.0,-9.185,0.0,0.127,0.388,2.3e-05,0.109,0.398,127.873,152812.0
624,Kung 'Di Rin Lang Ikaw,1,2018-10-01,"December Avenue, Moira Dela Torre",https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,Philippines,256493.0,0.502,0.482,4.0,-4.736,1.0,0.0288,0.161,0.0,0.187,0.132,133.894,267759.0
625,Call Out My Name,1,2018-04-12,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,Romania,5617.0,0.489,0.598,1.0,-4.929,1.0,0.036,0.218,0.0,0.35,0.172,134.045,228373.0
626,Quiere Beber,1,2018-10-01,Anuel AA,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,Paraguay,24308.0,0.773,0.57,8.0,-3.482,1.0,0.113,0.372,0.00524,0.108,0.772,95.038,187125.0
627,"Er Her (Artigeardit, KESI)",1,2021-06-10,Artigeardit,https://open.spotify.com/track/6BxGGPBdNexcy53euZsrga,Denmark,105559.0,0.589,0.706,5.0,-5.033,0.0,0.312,0.151,0.0,0.0692,0.711,125.546,157102.0
628,Universum,1,2020-12-03,"nublu, Mikael Gabriel",https://open.spotify.com/track/7IoTZnck9r11NCj5M0QG81,Estonia,4815.0,0.776,0.805,10.0,-5.928,0.0,0.205,0.25,0.00307,0.176,0.634,115.018,191325.0
629,Bubalu,1,2018-11-30,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,Dominican Republic,16636.0,0.8,0.355,6.0,-10.47,0.0,0.0895,0.616,0.0,0.118,0.253,145.929,228493.0
630,FAMILY,1,2021-03-20,"MORGENSHTERN, Yung Trappa",https://open.spotify.com/track/2AxEUdsrmwEklnwAbZ53QE,Russia,91292.0,0.928,0.603,5.0,-6.415,0.0,0.109,0.0142,0.000904,0.0873,0.489,97.996,131635.0
631,The Middle,1,2018-04-12,"Zedd, Maren Morris, Grey",https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,Singapore,37640.0,0.748,0.652,7.0,-3.02,1.0,0.058,0.208,0.0,0.128,0.431,106.914,184732.0
632,BUDE LÍP,1,2018-11-30,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",https://open.spotify.com/track/1HURVedroTlzswJbtfbVEh,Czech Republic,22677.0,0.673,0.558,9.0,-9.163,0.0,0.0632,0.0568,0.0,0.675,0.459,79.982,186000.0
633,Mama (feat. Kesi),1,2018-11-30,Gilli,https://open.spotify.com/track/10CdS6lWzNxOaIX1PCuFW5,Denmark,134733.0,0.657,0.724,1.0,-6.611,1.0,0.0748,0.367,0.0,0.295,0.876,181.471,187462.0
634,Cuando Se Pone a Bailar,1,2017-01-05,Rombai,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,Uruguay,14478.0,0.588,0.682,11.0,-7.169,0.0,0.173,0.0851,2.69e-05,0.084,0.937,205.643,195274.0
635,BIG MAN,1,2019-12-24,SNIK,https://open.spotify.com/track/7qd01xrME77eyWqGPumC2J,Greece,24004.0,0.85,0.854,1.0,-4.176,0.0,0.234,0.0932,0.0,0.0976,0.481,160.04,181500.0
636,Fady Shewaya,1,2021-01-14,Hamza Namira,https://open.spotify.com/track/3qRGs7H1bPfshHh19syRKQ,Egypt,14444.0,0.479,0.488,1.0,-8.249,1.0,0.167,0.795,0.0,0.116,0.267,96.958,231735.0
637,RAMPA,1,2021-09-14,"DMS, Horkýže Slíže",https://open.spotify.com/track/4gpk0tV43EHyRYOlYdCBJi,Slovakia,29222.0,0.682,0.768,11.0,-12.385,0.0,0.123,0.0989,0.0,0.391,0.849,140.127,214286.0
638,ДУЛО,1,2021-05-13,MORGENSHTERN,https://open.spotify.com/track/2Db7e6H4R5XXnyuTtxUggp,Russia,80677.0,0.821,0.579,2.0,-6.705,1.0,0.119,0.114,0.0,0.105,0.363,144.943,126265.0
639,Sen Olsan Bari,1,2017-08-13,Aleyna Tilki,https://open.spotify.com/track/1BSsv8bVGdxyvW0NPiZy1A,Turkey,128381.0,0.736,0.659,8.0,-6.509,1.0,0.0373,0.104,0.00141,0.147,0.538,97.953,180581.0
640,Meia Noite (Você tem meu Whatsapp),1,2021-01-14,Tarcísio do Acordeon,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA,Brazil,706339.0,0.709,0.816,11.0,-4.787,0.0,0.0346,0.685,0.0,0.146,0.921,150.06,237900.0
641,100 dni do matury,1,2020-01-24,Mata,https://open.spotify.com/track/78L2RUFISfqkmZMTCLYQJC,Poland,165808.0,0.687,0.828,6.0,-7.911,0.0,0.457,0.523,0.0,0.34,0.0987,159.933,301573.0
642,Louco,1,2020-01-24,"Piruka, Bluay",https://open.spotify.com/track/5RPewmKIUL2vWtQLI0Qp1F,Portugal,42074.0,0.727,0.51,8.0,-6.706,1.0,0.145,0.492,0.0,0.146,0.586,78.016,244000.0
643,Wow Wow (feat. Becky G),1,2021-09-27,Maria Becerra,https://open.spotify.com/track/4Yip3hds5IHyT7AqoNHfmX,Uruguay,19806.0,0.744,0.679,5.0,-3.51,1.0,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773.0
644,Ohne Dich,1,2021-02-22,"KASIMIR1441, badmómzjay, WILDBWOYS",https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU,Austria,32264.0,0.807,0.535,11.0,-6.519,0.0,0.349,0.191,0.0,0.125,0.925,156.013,125720.0
645,Θ. Macarena,1,2017-05-21,Damso,https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8,France,161413.0,0.777,0.549,2.0,-8.202,1.0,0.0614,0.213,1.73e-06,0.0494,0.245,129.908,206840.0
646,Bairro,1,2019-05-26,Wet Bed Gang,https://open.spotify.com/track/1ai9FDnFQDv18WAtFhMTIz,Portugal,33376.0,0.799,0.538,0.0,-7.452,0.0,0.206,0.439,0.0,0.104,0.503,94.043,258590.0
647,ลงใจ,1,2020-02-19,BOWKYLION,https://open.spotify.com/track/3JvbGjNcSnAhNemVyvXqci,Thailand,59020.0,0.583,0.445,0.0,-7.141,1.0,0.0282,0.487,0.0,0.109,0.315,74.94,216000.0
648,Unuturum Elbet,1,2018-11-29,"Rafet El Roman, Derya",https://open.spotify.com/track/0s5Fwi2qaJqc6ZIdh6cJBy,Turkey,70947.0,0.728,0.494,5.0,-6.983,0.0,0.0371,0.645,0.0,0.128,0.508,75.01,215200.0
649,Ice Cream (with Selena Gomez),1,2020-09-07,BLACKPINK,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,Thailand,92671.0,0.79,0.729,9.0,-3.843,1.0,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,175813.0
650,Malibu,1,2018-04-12,Vegas Jones,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw,Italy,264133.0,0.809,0.544,0.0,-7.319,0.0,0.227,0.0753,0.0,0.0836,0.284,125.876,211519.0
651,Elpida,1,2020-12-12,Mad Clip,https://open.spotify.com/track/1JaBJC3gj7jSsNxsnYTzhj,Greece,32917.0,0.877,0.649,7.0,-6.32,0.0,0.254,0.0188,0.0,0.241,0.794,151.058,216159.0
652,São Paulo,1,2020-11-14,Yuri NR5,https://open.spotify.com/track/20cn2KYYgyuxXRC3WynYZn,Portugal,43034.0,0.771,0.515,10.0,-9.342,0.0,0.0543,0.416,2.24e-05,0.0467,0.314,124.002,233247.0
653,NASA,1,2021-06-10,"Rack, Saske",https://open.spotify.com/track/1dBqiQ1TU3MpgnR84gi1BQ,Greece,259183.0,0.774,0.735,11.0,-7.302,0.0,0.0674,0.297,0.00219,0.0853,0.4,117.989,196271.0
654,Hanskahólfið,1,2019-06-14,Birgir Hákon,https://open.spotify.com/track/3BQYBT2CFxRCL0bqtS7OAW,Iceland,11153.0,0.72,0.6,10.0,-6.719,0.0,0.164,0.0674,0.00033,0.322,0.519,77.026,191692.0
655,Viac,1,2020-03-17,"Nerieš, Separ",https://open.spotify.com/track/2eLTkjdcbBCTew9qvn6hzz,Slovakia,14408.0,0.915,0.388,6.0,-5.587,1.0,0.0382,0.0583,0.000229,0.106,0.76,110.004,212727.0
656,WANNABE,1,2020-03-17,ITZY,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,Singapore,52800.0,0.809,0.911,6.0,-4.41,0.0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242.0
657,Go Gettas,1,2020-05-18,"andrei, Killa Fonic, Nane, bbno$, Azteca",https://open.spotify.com/track/6GiTUiS0A8ORsZesaOSwj2,Romania,14810.0,0.918,0.521,1.0,-7.824,1.0,0.114,0.066,6.3e-05,0.692,0.309,108.236,178004.0
658,My Universe,1,2021-09-27,"Coldplay, BTS",https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM,Vietnam,71655.0,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0
659,#Hot16Challenge2,1,2020-05-18,"Szpaku, Raff J.R.",https://open.spotify.com/track/1p0GVV1UIllj5zJz2Z0Hzs,Poland,96419.0,0.76,0.656,9.0,-7.57,0.0,0.0431,0.398,0.0,0.132,0.558,123.933,154839.0
660,NANA,1,2020-06-19,"Saske, Beyond",https://open.spotify.com/track/6lcgBbZKhYBnOxOS5rNlYb,Greece,30407.0,0.867,0.534,6.0,-7.285,0.0,0.0596,0.618,0.000317,0.0909,0.462,129.981,168000.0
661,Tapão Na Raba,1,2021-02-22,Raí Saia Rodada,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr,Brazil,690998.0,0.808,0.796,1.0,-3.169,1.0,0.0305,0.462,0.000269,0.155,0.799,128.048,175047.0
662,Bola Rebola,1,2019-03-16,"Tropkillaz, J Balvin, Anitta, Mc Zaac",https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,Brazil,548663.0,0.834,0.777,5.0,-4.538,0.0,0.0593,0.22,0.00609,0.335,0.865,129.984,193440.0
663,Bi Sonraki Hayatımda Gel,1,2020-02-19,"Murda, Ezhel",https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc,Turkey,399170.0,0.932,0.448,8.0,-4.491,0.0,0.136,0.0253,0.0,0.104,0.736,103.98,167350.0
664,Therefore I Am,1,2020-11-14,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,Romania,15084.0,0.889,0.34,11.0,-7.773,0.0,0.0697,0.218,0.13,0.055,0.716,94.009,174321.0
665,WATAFUK?!,1,2020-11-14,"MORGENSHTERN, Lil Pump",https://open.spotify.com/track/7aCtjju6kQ316xn95FIOGq,Russia,144592.0,0.805,0.818,1.0,-2.228,1.0,0.225,0.0189,0.0,0.0674,0.328,173.972,148966.0
666,Calling My Phone,1,2021-02-22,"Lil Tjay, 6LACK",https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx,Canada,219423.0,0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458.0
667,Taste (Make It Shake),1,2019-09-02,Aitch,https://open.spotify.com/track/3evfXgwjSY5zuFxAHjMW5S,United Kingdom,368515.0,0.756,0.489,0.0,-11.275,1.0,0.383,0.281,0.0,0.122,0.743,97.589,213673.0
668,Turraka - Remix,1,2021-09-28,"Kaleb Di Masi, Ecko, Papichamp, Blunted Vato, Bruno LC",https://open.spotify.com/track/2Qv0DF1us4LhzLj0Cx9cSn,Argentina,310463.0,0.799,0.6,7.0,-7.474,1.0,0.332,0.39,0.0,0.0474,0.683,170.22,210353.0
669,Rewrite The Stars,1,2018-01-27,"Zac Efron, Zendaya",https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,Singapore,60047.0,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,217440.0
670,Gauč n Bass,1,2019-05-26,Gleb,https://open.spotify.com/track/62JeCyqACT5xPgdNiRnWC2,Slovakia,7669.0,0.595,0.852,11.0,-4.296,1.0,0.327,0.233,0.0,0.19,0.69,190.022,220000.0
671,Teka Lang,1,2020-05-18,Emman,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,Philippines,219480.0,0.586,0.169,2.0,-15.515,1.0,0.0324,0.76,0.0,0.0909,0.197,87.003,196583.0
672,Anh Đếch Cần Gì Nhiều Ngoài Em,1,2018-11-29,"Đen, Thành Đồng, Vũ.",https://open.spotify.com/track/7GxSshyjKx46dlIV2UoVrc,Vietnam,8561.0,0.82,0.276,6.0,-9.715,0.0,0.0418,0.85,0.0,0.124,0.332,97.39,217134.0
673,Og,1,2020-02-19,Separ,https://open.spotify.com/track/0M8l1pXMG7SQiaMCULsKAK,Slovakia,10966.0,0.725,0.943,5.0,-2.907,0.0,0.387,0.395,0.0,0.0791,0.422,170.232,200471.0
674,Vendetta,1,2019-09-03,RAF Camora,https://open.spotify.com/track/28r8yfatcoOTY7ZjqhKaJM,Austria,44074.0,0.84,0.871,5.0,-5.994,0.0,0.0369,0.0372,0.000888,0.123,0.668,123.086,155677.0
675,Goteo,1,2019-09-03,Duki,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,Argentina,326947.0,0.473,0.779,1.0,-3.725,1.0,0.0414,0.186,0.0,0.189,0.438,108.287,164458.0
676,It's Beginning to Look a Lot like Christmas,1,2019-12-24,Michael Bublé,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,Iceland,15675.0,0.339,0.214,4.0,-11.714,1.0,0.0375,0.908,7.47e-06,0.341,0.363,94.775,206640.0
677,Etsi,1,2020-08-13,SNIK,https://open.spotify.com/track/73d7q3kVVIgfCUK07bVIVH,Greece,29979.0,0.811,0.758,11.0,-4.782,1.0,0.0735,0.354,0.000815,0.161,0.638,98.986,148106.0
678,Auf & Ab,1,2021-08-11,Montez,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke,Germany,759393.0,0.714,0.425,1.0,-8.064,1.0,0.0809,0.403,0.000105,0.115,0.316,99.034,165477.0
679,Remind Me to Forget,1,2018-04-12,"Kygo, Miguel",https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80,Norway,113047.0,0.689,0.505,0.0,-6.389,1.0,0.0933,0.158,0.0,0.138,0.312,99.017,217293.0
680,Ikuinen vappu,1,2019-03-16,JVG,https://open.spotify.com/track/3Pakcg38hbn3d3YZYRQ7LE,Finland,88053.0,0.67,0.764,7.0,-5.372,0.0,0.0259,0.0709,0.0,0.139,0.699,121.041,189565.0
681,"Muqabla (From ""Street Dancer 3D"")",1,2019-12-24,"Yash Narvekar, Parampara Tandon, Tanishk Bagchi",https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8,India,142514.0,0.804,0.913,0.0,-3.135,1.0,0.0933,0.0248,2.84e-05,0.391,0.544,119.993,176125.0
682,strawberry moon,1,2021-10-24,IU,https://open.spotify.com/track/2g0LdZQce9xlcHb1mBJyuz,South Korea,18297.0,0.475,0.712,6.0,-3.306,1.0,0.0431,0.138,0.0,0.0936,0.443,169.796,205333.0
683,Ya No Tiene Novio,1,2018-10-01,"Sebastian Yatra, Mau y Ricky",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,Uruguay,14417.0,0.632,0.832,7.0,-1.948,0.0,0.154,0.048,0.0,0.0705,0.784,182.184,198933.0
684,Te Amo,1,2018-04-12,"Piso 21, Paulo Londra",https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH,Paraguay,18033.0,0.849,0.724,5.0,-4.139,1.0,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,201122.0
685,Latina,1,2021-08-11,"Leaderbrain, RICTA",https://open.spotify.com/track/3DbiL7GTCopFHk9t9qpDut,Greece,53046.0,0.642,0.592,11.0,-8.194,0.0,0.262,0.532,0.00462,0.143,0.377,66.769,185400.0
686,Soltera - Remix,1,2019-05-26,"Lunay, Daddy Yankee, Bad Bunny",https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,Spain,398072.0,0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.0,0.437,0.799,92.01,266087.0
687,Thanh Xuan,1,2018-10-01,Da LAB,https://open.spotify.com/track/3b34161QoxLwsqhWSPy9i5,Vietnam,5099.0,0.676,0.4,7.0,-10.771,0.0,0.0405,0.855,2.71e-06,0.124,0.347,90.028,220510.0
688,Chúng Ta Của Hiện Tại,1,2021-02-21,Sơn Tùng M-TP,https://open.spotify.com/track/17iGUekw5nFt5mIRJcUm3R,Vietnam,47360.0,0.569,0.66,2.0,-5.268,1.0,0.0358,0.0675,0.0,0.202,0.497,155.907,301538.0
689,River (feat. Ed Sheeran),1,2018-01-23,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,Austria,18080.0,0.757,0.748,8.0,-5.794,0.0,0.473,0.17,0.0,0.0759,0.693,90.052,221013.0
690,POLSKIE TANGO,1,2020-08-26,"Taco Hemingway, Lanek",https://open.spotify.com/track/2fNLY6Ks5tKg2e4zRClS0k,Poland,108800.0,0.743,0.819,9.0,-5.003,1.0,0.0949,0.0769,0.0,0.142,0.474,98.008,183858.0
691,Caramelo,1,2020-07-01,Ozuna,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG,Spain,463487.0,0.728,0.806,6.0,-3.766,1.0,0.0623,0.0531,0.000301,0.153,0.698,168.084,217547.0
692,Frag mich nicht,1,2021-04-17,"Miksu / Macloud, Nimo, Jamule",https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X,Germany,515383.0,0.885,0.634,6.0,-6.467,1.0,0.0821,0.384,7.78e-06,0.11,0.597,99.046,157253.0
693,L.U.V,1,2020-06-19,Gilli,https://open.spotify.com/track/1pfjtl0nQZlFJrjSMlai0F,Denmark,100498.0,0.782,0.538,0.0,-6.545,0.0,0.0561,0.433,0.0,0.0964,0.742,102.991,166864.0
694,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",1,2021-10-24,DJ Snake,https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy,Thailand,121340.0,0.8,0.837,6.0,-2.807,0.0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600.0
695,Pengedans,1,2019-03-16,KESI,https://open.spotify.com/track/0QLH3xeYZSRXy9YovfVEOI,Denmark,71068.0,0.742,0.542,5.0,-7.084,0.0,0.151,0.156,0.0,0.103,0.427,97.971,177561.0
696,Catriona,1,2020-01-24,Matthaios,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,Philippines,282146.0,0.71,0.388,5.0,-12.106,1.0,0.0545,0.67,0.0,0.177,0.759,114.858,204513.0
697,Dusk Till Dawn - Radio Edit,1,2017-10-23,"ZAYN, Sia",https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,Taiwan,22791.0,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000.0
698,Tokken,1,2021-05-13,"Hov1, Dree Low",https://open.spotify.com/track/2fq0dSsyewXwQsgR4w9wgT,Sweden,208091.0,0.809,0.618,1.0,-7.652,1.0,0.121,0.562,0.0,0.183,0.865,85.005,193983.0
699,positions,1,2020-11-14,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Singapore,44889.0,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,172325.0
700,Beetje Moe,1,2018-04-12,"Kevin, Lil Kleine, Chivv",https://open.spotify.com/track/5ncYmvTAX7RbJSvoFGrSkv,Netherlands,243793.0,0.905,0.55,1.0,-6.079,0.0,0.117,0.464,0.000557,0.055,0.682,124.977,178529.0
701,Dokimase Ton,1,2021-04-16,"Saske, Rack, Beyond",https://open.spotify.com/track/2Jr5Z8VTNa3bPAlbBk6n6k,Greece,38443.0,0.618,0.687,6.0,-7.616,1.0,0.348,0.182,0.000958,0.12,0.66,120.058,173333.0
702,Trên Tình Bạn Dưới Tình Yêu,1,2020-12-12,MIN,https://open.spotify.com/track/5zH2inEP6THOY8tomr3DdZ,Vietnam,35395.0,0.776,0.921,2.0,-3.032,0.0,0.0382,0.189,0.0,0.0621,0.598,108.961,199266.0
703,XILIOMETRA,1,2020-10-03,"Mad Clip, Hawk, Sapranov, Light",https://open.spotify.com/track/0Az2D1ByNU09je0ZtzDcHm,Greece,94246.0,0.744,0.657,2.0,-6.451,1.0,0.0592,0.247,0.0,0.0942,0.164,100.023,247200.0
704,Kennzeichen B-TK,1,2018-06-22,"Capital Bra, King Khalil",https://open.spotify.com/track/4kAIdBQEmb1M9ryd9tNSCD,Germany,605013.0,0.686,0.618,10.0,-5.236,0.0,0.22,0.0482,0.0,0.123,0.284,95.873,160400.0
705,SAD!,1,2018-06-22,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,Global,6439012.0,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,166606.0
706,willow,1,2020-12-12,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,2209417.0,0.392,0.579,7.0,-9.195,1.0,0.164,0.835,0.00179,0.145,0.549,80.961,214707.0
707,Si Me Tomo Una Cerveza,1,2020-12-12,"Migrantes, Alico",https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N,Uruguay,34924.0,0.721,0.612,1.0,-6.899,0.0,0.0563,0.186,0.0,0.156,0.86,85.081,182199.0
708,5 Songs in einer Nacht,1,2018-04-13,Capital Bra,https://open.spotify.com/track/51922FOX7bXrEU4jSoxkY5,Germany,447205.0,0.877,0.903,7.0,-4.207,1.0,0.0575,0.0645,7.27e-06,0.0776,0.248,97.997,147354.0
709,打上花火,1,2018-07-15,"DAOKO, Kenshi Yonezu",https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa,Japan,25945.0,0.625,0.668,6.0,-4.315,1.0,0.0249,0.288,0.0,0.107,0.292,95.968,289578.0
710,In My Feelings,1,2018-07-15,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,Latvia,5577.0,0.735,0.482,8.0,-9.445,1.0,0.139,0.00623,0.0144,0.448,0.315,181.995,217933.0
711,Smog,1,2018-06-22,Damso,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3,France,317524.0,0.884,0.679,11.0,-6.051,1.0,0.0899,0.0205,0.000172,0.115,0.489,146.021,168093.0
712,"Ghungroo (From ""War"")",1,2019-12-23,"Arijit Singh, Shilpa Rao",https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44,India,125445.0,0.695,0.727,6.0,-6.274,0.0,0.0323,0.0744,0.000175,0.533,0.864,118.034,302935.0
713,Solo (feat. Demi Lovato),1,2018-06-22,Clean Bandit,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Finland,103633.0,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653.0
714,Enemy (with JID) - from the series Arcane League of Legends,1,2021-11-26,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Bulgaria,4695.0,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,173381.0
715,Mghayer,1,2021-02-20,ElGrandeToto,https://open.spotify.com/track/4qKpUlrZEwrohZUU7y1IRX,Morocco,27994.0,0.536,0.697,2.0,-7.611,0.0,0.0395,0.292,1.16e-05,0.162,0.408,166.962,213160.0
716,Girls Like You (feat. Cardi B),1,2018-06-22,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,Indonesia,114806.0,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0
717,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,2021-11-13,Taylor Swift,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,New Zealand,41345.0,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,613027.0
718,الغسالة,1,2020-08-16,Wegz,https://open.spotify.com/track/7JAPo0o6KfpKdZiGLoRCNh,Egypt,15132.0,0.828,0.653,5.0,-7.833,0.0,0.0429,0.297,0.0,0.115,0.505,103.971,171733.0
719,Esqueça-Me Se For Capaz,1,2021-11-26,"Marília Mendonça, Maiara & Maraisa",https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC,Brazil,1144454.0,0.799,0.685,6.0,-5.366,0.0,0.0725,0.276,0.0,0.13,0.623,122.013,169059.0
720,Timanttei,1,2018-04-13,Mikael Gabriel,https://open.spotify.com/track/1EOizzD2rJKgO39kgZhJMR,Finland,61363.0,0.792,0.708,3.0,-5.689,1.0,0.123,0.318,0.0,0.38,0.38,125.119,193256.0
721,Vaina Loca,1,2018-09-13,"Ozuna, Manuel Turizo",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,Ecuador,25256.0,0.754,0.805,6.0,-4.249,1.0,0.0752,0.315,0.0,0.203,0.555,93.982,176133.0
722,Money In The Grave (Drake ft. Rick Ross),1,2019-06-15,Drake,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,United States,1791045.0,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0
723,Bad Liar,1,2017-05-22,Selena Gomez,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,Bulgaria,2354.0,0.953,0.41,1.0,-6.543,1.0,0.0705,0.175,0.0,0.0768,0.718,121.074,214648.0
724,Mic Check (feat. Salmo),1,2018-04-13,Noyz Narcos,https://open.spotify.com/track/7pGR33X8qLWDUzVcNpOveT,Italy,351126.0,0.653,0.874,11.0,-3.973,0.0,0.28,0.00702,0.0,0.0891,0.489,79.169,217640.0
725,Amore e Capoeira,1,2018-07-15,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk,Italy,423738.0,0.827,0.697,11.0,-4.368,0.0,0.142,0.122,0.0,0.044,0.836,118.083,172455.0
726,öölaps!,1,2018-09-13,nublu,https://open.spotify.com/track/70qZhu8T6VHpeugYFZCnVk,Estonia,6397.0,0.937,0.486,2.0,-8.6,0.0,0.161,0.162,0.599,0.1,0.644,121.036,192982.0
727,Olabilir,1,2019-06-15,MERO,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo,Turkey,283463.0,0.738,0.78,6.0,-6.677,1.0,0.0345,0.324,2.51e-06,0.0989,0.779,139.914,208023.0
728,Ramenez la coupe à la maison,1,2018-09-13,Vegedream,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m,France,312287.0,0.808,0.661,0.0,-6.237,0.0,0.0395,0.0358,0.0,0.138,0.804,107.992,235556.0
